,Iteration,Time,Fitness,FEvals,max_iters,learning_rate,schedule,algorithm,activation,bias,early_stopping,clip_max,hidden_layer_sizes,learning_rate_init,max_attempts
462,462,72.8451237040008,30.117317213309,926,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
463,463,73.0038213419994,30.1131986178315,928,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
464,464,73.1534835210005,30.1131986178315,930,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
465,465,73.2999880030002,30.113198077162,932,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
466,466,73.4462420330001,30.112838184219,934,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
467,467,73.5928789360005,30.1128381842199,936,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
468,468,73.7394636669997,30.1126549650495,938,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
469,469,73.886036943999,30.1119782965877,940,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
470,470,74.0324600610002,30.1119780957809,942,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
471,471,74.1785825080006,30.1086949368711,944,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
472,472,74.3243968820007,30.1096281773553,946,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
473,473,74.4698941730003,30.116017507346,948,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
474,474,74.6423486589993,30.1160467392064,950,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
475,475,74.7925703429992,30.1185762673014,952,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
476,476,74.9387407710001,30.1253422122695,954,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
477,477,75.0849848130001,30.1255794434345,956,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
478,478,75.2312553249994,30.1256435446076,958,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
479,479,75.3777035149997,30.1253494389595,960,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
480,480,75.5236920749994,30.125979800501,962,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
481,481,75.6704573480001,30.1267112119482,964,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
482,482,75.8172173120001,30.1268742370572,966,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
483,483,75.9635292410003,30.128101099881,968,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
484,484,76.1095496489998,30.135047600554,970,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
485,485,76.2772212149994,30.135047600554,972,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
486,486,76.4334888409994,30.1367499329961,974,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
487,487,76.5799943010006,30.1371257789345,976,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
488,488,76.7263821479992,30.1390204913346,978,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
489,489,76.8731882779994,30.1389946727817,980,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
490,490,77.0200944219996,30.1405813616908,982,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
491,491,77.1666663020005,30.1411084986812,984,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
492,492,77.3131187529998,30.1411084986812,986,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
493,493,77.4592724190006,30.1411032672888,988,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
494,494,77.6059658939994,30.1430212054535,990,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
495,495,77.7526353440007,30.1402017990199,992,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
496,496,77.9072215230008,30.1403627765027,994,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
497,497,78.06470859,30.140098978988,996,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
498,498,78.2108402560007,30.1405135001953,998,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
499,499,78.3571197780002,30.1419530653382,1000,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
500,500,78.5039034189995,30.1454257883813,1002,500,0.1,1,sa,relu,True,True,5,"[500, 500, 10]",0.1,500
