,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
59,8192,40.35848547237225,144561,27.5405525600072,"[26, 27, 28, 25, 3, 2, 1, 0, 22, 23, 24, 31, 29, 16, 17, 18, 19, 20, 21, 30, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4]",200,0.4,8192
60,0,130.83106057819353,200,0.010266772005707026,"[20, 0, 23, 12, 29, 9, 1, 21, 14, 16, 25, 19, 10, 4, 6, 3, 27, 5, 30, 24, 17, 2, 7, 28, 26, 18, 11, 22, 31, 13, 15, 8]",200,0.5,8192
61,1,93.21324683669685,402,0.05367489700438455,"[3, 2, 1, 22, 23, 24, 10, 21, 27, 9, 28, 20, 29, 13, 5, 19, 30, 17, 18, 16, 14, 15, 31, 4, 6, 8, 7, 0, 12, 11, 25, 26]",200,0.5,8192
62,2,93.21324683669685,603,0.09712346098967828,"[3, 2, 1, 22, 23, 24, 10, 21, 27, 9, 28, 20, 29, 13, 5, 19, 30, 17, 18, 16, 14, 15, 31, 4, 6, 8, 7, 0, 12, 11, 25, 26]",200,0.5,8192
63,4,93.21324683669685,1005,0.1775680260034278,"[3, 2, 1, 22, 23, 24, 10, 21, 27, 9, 28, 20, 29, 13, 5, 19, 30, 17, 18, 16, 14, 15, 31, 4, 6, 8, 7, 0, 12, 11, 25, 26]",200,0.5,8192
64,8,87.86966167981616,1811,0.33263016899582,"[30, 20, 15, 16, 11, 6, 4, 7, 10, 12, 14, 26, 5, 28, 3, 2, 1, 22, 19, 31, 29, 13, 9, 8, 25, 21, 18, 27, 24, 23, 0, 17]",200,0.5,8192
65,16,77.66951817486968,3422,0.6410793639952317,"[7, 10, 12, 15, 14, 26, 30, 20, 21, 19, 17, 25, 9, 11, 13, 29, 3, 2, 1, 22, 23, 24, 27, 28, 18, 16, 31, 4, 5, 0, 6, 8]",200,0.5,8192
66,32,68.69046283557108,6644,1.2401899069955107,"[3, 2, 1, 22, 23, 24, 31, 25, 30, 28, 15, 16, 20, 21, 19, 17, 14, 11, 12, 13, 10, 27, 9, 18, 29, 4, 7, 6, 8, 5, 26, 0]",200,0.5,8192
67,64,51.028531850082224,13085,2.4378783789870795,"[3, 2, 1, 22, 23, 24, 25, 30, 20, 21, 19, 17, 18, 31, 29, 28, 15, 16, 14, 13, 12, 11, 10, 9, 26, 27, 8, 7, 5, 6, 4, 0]",200,0.5,8192
68,128,39.122417494872465,25963,4.848652129003312,"[3, 2, 1, 0, 22, 23, 24, 25, 31, 30, 21, 20, 19, 18, 17, 16, 29, 28, 15, 14, 13, 12, 11, 10, 9, 27, 26, 8, 7, 6, 5, 4]",200,0.5,8192
