,Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
91,1,11.0,602,1.3872881589923054,"[2.0, 11.0, 6.0, 8.0, 18.0, 4.0, 19.0, 7.0, 5.0, 3.0, 15.0, 0.0, 7.0, 1.0, 14.0, 17.0, 2.0, 16.0, 8.0, 10.0]",True,300,0.25,8192
92,2,9.0,904,2.2393616150075104,"[19.0, 14.0, 16.0, 19.0, 5.0, 16.0, 9.0, 11.0, 4.0, 2.0, 18.0, 13.0, 5.0, 3.0, 0.0, 15.0, 1.0, 12.0, 13.0, 17.0]",True,300,0.25,8192
93,4,6.0,1508,3.855777388991555,"[7.0, 2.0, 17.0, 11.0, 1.0, 1.0, 15.0, 19.0, 8.0, 4.0, 2.0, 14.0, 5.0, 19.0, 13.0, 0.0, 18.0, 12.0, 18.0, 3.0]",True,300,0.25,8192
94,8,6.0,2712,7.473348691011779,"[7.0, 2.0, 17.0, 11.0, 1.0, 1.0, 15.0, 19.0, 8.0, 4.0, 2.0, 14.0, 5.0, 19.0, 13.0, 0.0, 18.0, 12.0, 18.0, 3.0]",True,300,0.25,8192
95,16,6.0,5120,12.911781614995562,"[7.0, 2.0, 17.0, 11.0, 1.0, 1.0, 15.0, 19.0, 8.0, 4.0, 2.0, 14.0, 5.0, 19.0, 13.0, 0.0, 18.0, 12.0, 18.0, 3.0]",True,300,0.25,8192
96,32,6.0,9936,22.782140247989446,"[7.0, 2.0, 17.0, 11.0, 1.0, 1.0, 15.0, 19.0, 8.0, 4.0, 2.0, 14.0, 5.0, 19.0, 13.0, 0.0, 18.0, 12.0, 18.0, 3.0]",True,300,0.25,8192
97,64,6.0,19568,40.85740688801161,"[7.0, 2.0, 17.0, 11.0, 1.0, 1.0, 15.0, 19.0, 8.0, 4.0, 2.0, 14.0, 5.0, 19.0, 13.0, 0.0, 18.0, 12.0, 18.0, 3.0]",True,300,0.25,8192
98,128,6.0,38832,82.06432143200072,"[7.0, 2.0, 17.0, 11.0, 1.0, 1.0, 15.0, 19.0, 8.0, 4.0, 2.0, 14.0, 5.0, 19.0, 13.0, 0.0, 18.0, 12.0, 18.0, 3.0]",True,300,0.25,8192
99,256,6.0,77360,165.80986908599152,"[7.0, 2.0, 17.0, 11.0, 1.0, 1.0, 15.0, 19.0, 8.0, 4.0, 2.0, 14.0, 5.0, 19.0, 13.0, 0.0, 18.0, 12.0, 18.0, 3.0]",True,300,0.25,8192
100,512,6.0,152008,233.0948073810141,"[7.0, 2.0, 17.0, 11.0, 1.0, 1.0, 15.0, 19.0, 8.0, 4.0, 2.0, 14.0, 5.0, 19.0, 13.0, 0.0, 18.0, 12.0, 18.0, 3.0]",True,300,0.25,8192
101,1024,6.0,152008,233.0948073810141,"[7.0, 2.0, 17.0, 11.0, 1.0, 1.0, 15.0, 19.0, 8.0, 4.0, 2.0, 14.0, 5.0, 19.0, 13.0, 0.0, 18.0, 12.0, 18.0, 3.0]",True,300,0.25,8192
102,2048,6.0,152008,233.0948073810141,"[7.0, 2.0, 17.0, 11.0, 1.0, 1.0, 15.0, 19.0, 8.0, 4.0, 2.0, 14.0, 5.0, 19.0, 13.0, 0.0, 18.0, 12.0, 18.0, 3.0]",True,300,0.25,8192
103,4096,6.0,152008,233.0948073810141,"[7.0, 2.0, 17.0, 11.0, 1.0, 1.0, 15.0, 19.0, 8.0, 4.0, 2.0, 14.0, 5.0, 19.0, 13.0, 0.0, 18.0, 12.0, 18.0, 3.0]",True,300,0.25,8192
104,8192,6.0,152008,233.0948073810141,"[7.0, 2.0, 17.0, 11.0, 1.0, 1.0, 15.0, 19.0, 8.0, 4.0, 2.0, 14.0, 5.0, 19.0, 13.0, 0.0, 18.0, 12.0, 18.0, 3.0]",True,300,0.25,8192
105,0,24.0,300,0.1375714150199201,"[8, 15, 13, 8, 11, 18, 11, 8, 7, 2, 17, 11, 15, 5, 7, 3, 6, 4, 10, 11]",True,300,0.5,8192
