,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
104,8192,1.0,172783,96.1662294039852,"[10, 8, 16, 19, 17, 14, 9, 4, 0, 3, 6, 13, 5, 1, 18, 15, 7, 12, 2, 9]",300,0.4,8192
105,0,24.0,300,0.1379733439825941,"[8, 15, 13, 8, 11, 18, 11, 8, 7, 2, 17, 11, 15, 5, 7, 3, 6, 4, 10, 11]",300,0.5,8192
106,1,11.0,602,0.294923552981345,"[10, 19, 12, 4, 0, 6, 10, 14, 17, 8, 3, 19, 2, 7, 5, 0, 2, 16, 18, 6]",300,0.5,8192
107,2,10.0,904,0.4523920609790366,"[16, 3, 1, 7, 14, 8, 8, 1, 19, 0, 11, 6, 0, 6, 9, 13, 13, 1, 4, 12]",300,0.5,8192
108,4,10.0,1506,0.7899305369937792,"[16, 3, 1, 7, 14, 8, 8, 1, 19, 0, 11, 6, 0, 6, 9, 13, 13, 1, 4, 12]",300,0.5,8192
109,8,8.0,2712,1.4080809429869987,"[18, 0, 7, 0, 12, 10, 1, 1, 18, 2, 14, 2, 9, 19, 15, 18, 4, 13, 17, 6]",300,0.5,8192
110,16,6.0,5122,2.6028430269798264,"[10, 14, 2, 15, 4, 2, 7, 10, 17, 11, 19, 0, 16, 18, 13, 9, 6, 12, 5, 15]",300,0.5,8192
111,32,6.0,9938,5.04240514698904,"[10, 14, 2, 15, 4, 2, 7, 10, 17, 11, 19, 0, 16, 18, 13, 9, 6, 12, 5, 15]",300,0.5,8192
112,64,2.0,19574,10.158584501972655,"[18, 14, 19, 1, 4, 2, 7, 10, 17, 11, 3, 0, 16, 18, 13, 9, 6, 12, 5, 15]",300,0.5,8192
113,128,2.0,38838,20.639262598997448,"[18, 14, 19, 1, 4, 2, 7, 10, 17, 11, 3, 0, 16, 18, 13, 9, 6, 12, 5, 15]",300,0.5,8192
114,256,1.0,77367,42.645496800978435,"[10, 14, 19, 1, 4, 2, 7, 10, 17, 11, 16, 3, 0, 18, 13, 9, 6, 12, 5, 15]",300,0.5,8192
115,512,1.0,154423,85.31231709299027,"[10, 14, 19, 1, 4, 2, 7, 10, 17, 11, 16, 3, 0, 18, 13, 9, 6, 12, 5, 15]",300,0.5,8192
116,1024,1.0,220944,120.16884667798877,"[10, 14, 19, 1, 4, 2, 7, 10, 17, 11, 16, 3, 0, 18, 13, 9, 6, 12, 5, 15]",300,0.5,8192
117,2048,1.0,220944,120.16884667798877,"[10, 14, 19, 1, 4, 2, 7, 10, 17, 11, 16, 3, 0, 18, 13, 9, 6, 12, 5, 15]",300,0.5,8192
118,4096,1.0,220944,120.16884667798877,"[10, 14, 19, 1, 4, 2, 7, 10, 17, 11, 16, 3, 0, 18, 13, 9, 6, 12, 5, 15]",300,0.5,8192
119,8192,1.0,220944,120.16884667798877,"[10, 14, 19, 1, 4, 2, 7, 10, 17, 11, 16, 3, 0, 18, 13, 9, 6, 12, 5, 15]",300,0.5,8192
120,0,24.0,300,0.1477492109988816,"[8, 15, 13, 8, 11, 18, 11, 8, 7, 2, 17, 11, 15, 5, 7, 3, 6, 4, 10, 11]",300,0.6,8192
121,1,11.0,602,0.30682506499579176,"[10, 19, 12, 4, 0, 6, 10, 14, 17, 8, 3, 19, 2, 7, 5, 0, 2, 16, 18, 6]",300,0.6,8192
122,2,11.0,903,0.4644306029949803,"[10, 19, 12, 4, 0, 6, 10, 14, 17, 8, 3, 19, 2, 7, 5, 0, 2, 16, 18, 6]",300,0.6,8192
123,4,11.0,1505,0.7762062849942595,"[10, 19, 12, 4, 0, 6, 10, 14, 17, 8, 3, 19, 2, 7, 5, 0, 2, 16, 18, 6]",300,0.6,8192
124,8,9.0,2711,1.4462522329995409,"[1, 5, 7, 7, 13, 14, 9, 4, 14, 19, 2, 10, 19, 11, 0, 3, 17, 12, 3, 19]",300,0.6,8192
125,16,7.0,5121,2.8639045460149646,"[4, 12, 3, 3, 5, 4, 2, 13, 17, 19, 13, 6, 19, 11, 16, 7, 9, 1, 15, 10]",300,0.6,8192
126,32,6.0,9938,5.39477584999986,"[14, 6, 0, 3, 14, 4, 19, 18, 11, 1, 18, 5, 19, 17, 10, 13, 7, 12, 15, 8]",300,0.6,8192
127,64,3.0,19573,10.315328746015439,"[14, 1, 13, 9, 1, 4, 11, 15, 12, 1, 3, 5, 19, 0, 10, 17, 7, 18, 16, 8]",300,0.6,8192
128,128,1.0,38839,19.919965539011173,"[14, 6, 13, 3, 1, 4, 19, 15, 11, 19, 2, 5, 18, 0, 10, 17, 7, 12, 16, 8]",300,0.6,8192
129,256,0.0,77368,39.4841662599938,"[14, 6, 9, 3, 1, 4, 15, 19, 11, 13, 2, 5, 18, 0, 10, 17, 7, 12, 16, 8]",300,0.6,8192
130,512,0.0,154424,84.12053600899526,"[14, 6, 9, 3, 1, 4, 15, 19, 11, 13, 2, 5, 18, 0, 10, 17, 7, 12, 16, 8]",300,0.6,8192
131,1024,0.0,222149,142.73367699899245,"[14, 6, 9, 3, 1, 4, 15, 19, 11, 13, 2, 5, 18, 0, 10, 17, 7, 12, 16, 8]",300,0.6,8192
132,2048,0.0,222149,142.73367699899245,"[14, 6, 9, 3, 1, 4, 15, 19, 11, 13, 2, 5, 18, 0, 10, 17, 7, 12, 16, 8]",300,0.6,8192
133,4096,0.0,222149,142.73367699899245,"[14, 6, 9, 3, 1, 4, 15, 19, 11, 13, 2, 5, 18, 0, 10, 17, 7, 12, 16, 8]",300,0.6,8192
134,8192,0.0,222149,142.73367699899245,"[14, 6, 9, 3, 1, 4, 15, 19, 11, 13, 2, 5, 18, 0, 10, 17, 7, 12, 16, 8]",300,0.6,8192
